customer_id,first_name,last_name,phone,email,signup_date,kyc_status,city,referral_agent_id
89,Ishaan,Jain,9527515642,ijain88@hotmail.com,2026-04-01 17:49:10,verified,Delhi,
90,Ishaan,Iyer,6335903939,ishaan89@protonmail.com,2026-04-06 12:50:08,pending,Bangalore,
91,Shweta,Kumar,7083629277,shweta.kumar90@gmail.com,2026-01-09 00:47:41,pending,Bangalore,5
92,Kavya,Mehta,9091707713,kavyamehta91@yahoo.com,2025-09-15 02:35:16,verified,Delhi,
93,Nitin,Mehta,8587768129,nitin_mehta92@outlook.com,2025-07-24 04:12:04,verified,Delhi,
94,Nitin,Patel,8759893792,npatel93@hotmail.com,2025-09-11 11:28:25,verified,Pune,
95,Anjali,Pandey,7274290284,anjali94@protonmail.com,2025-11-25 04:07:09,verified,Delhi,9
96,Arnav,Pandey,8916136366,arnav.pandey95@gmail.com,2026-05-26 17:55:47,verified,Delhi,
97,Pooja,Reddy,6058129483,poojareddy96@yahoo.com,2025-09-16 05:08:38,pending,Mumbai,5
98,Pooja,Shah,9035403599,pooja_shah97@outlook.com,2026-06-03 00:07:20,verified,Bangalore,
99,Rahul,Bhat,6384789450,rbhat98@hotmail.com,2026-01-16 21:43:28,verified,Pune,5
100,Rohan,Das,6631425762,rohan99@protonmail.com,2025-11-12 15:48:14,rejected,Mumbai,3
101,Kavya,Sharma,8719830764,kavya.sharma100@gmail.com,2026-06-01 21:08:05,pending,Hyderabad,
102,Deepak,Pandey,6946475481,deepakpandey101@yahoo.com,2025-12-07 17:19:50,verified,Bangalore,3
103,Priya,Das,8072697598,priya_das102@outlook.com,2025-08-11 09:57:06,verified,Delhi,
104,Pallavi,Gupta,9694716380,pgupta103@hotmail.com,2026-03-23 08:24:07,verified,Delhi,
105,Deepak,Bansal,9657400895,deepak104@protonmail.com,2026-05-11 18:14:38,verified,Hyderabad,
106,Arjun,Bansal,6940552700,arjun.bansal105@gmail.com,2025-07-29 02:19:00,verified,Bangalore,15
107,Ritu,Shah,7590505275,ritushah106@yahoo.com,2026-01-31 00:54:06,verified,Delhi,
108,Neha,Kapoor,8047254590,neha_kapoor107@outlook.com,2025-07-04 16:26:48,rejected,Pune,7
109,Vihaan,Malhotra,8681949355,vmalhotra108@hotmail.com,2025-10-11 12:14:44,verified,Delhi,7
110,Sunil,Chauhan,6113086622,sunil109@protonmail.com,2026-06-17 13:30:48,pending,Delhi,
111,Sneha,Deshmukh,8022332977,sneha.deshmukh110@gmail.com,2025-10-31 00:41:45,rejected,Bangalore,10
112,Kiara,Tiwari,8061023594,kiaratiwari111@yahoo.com,2026-04-24 04:33:55,verified,Pune,10
113,Rekha,Deshmukh,7373912577,rekha_deshmukh112@outlook.com,2026-05-22 02:23:52,pending,Bangalore,
114,Priya,Gupta,7861767269,pgupta113@hotmail.com,2026-02-16 06:13:08,verified,Mumbai,8
115,Kavya,Mishra,6829511446,kavya114@protonmail.com,2025-10-16 07:49:45,rejected,Hyderabad,6
116,Nisha,Pillai,7164579365,nisha.pillai115@gmail.com,2026-03-25 03:38:16,verified,Bangalore,
117,Shweta,Patel,6917984935,shwetapatel116@yahoo.com,2026-03-01 04:44:18,verified,Mumbai,4
118,Reyansh,Rao,9729033082,reyansh_rao117@outlook.com,2025-07-22 23:25:39,verified,Bangalore,
119,Sunil,Hegde,6457525035,shegde118@hotmail.com,2026-05-02 11:59:20,pending,Bangalore,
120,Swati,Kumar,9692860108,swati119@protonmail.com,2026-01-22 22:57:29,pending,Hyderabad,
121,Gaurav,Singh,6869243681,gaurav.singh120@gmail.com,2026-04-14 23:27:06,verified,Hyderabad,
122,Manav,Jain,8789989688,manavjain121@yahoo.com,2025-08-23 22:43:49,pending,Mumbai,14
123,Nisha,Patel,7231924456,nisha_patel122@outlook.com,2025-11-07 01:08:17,verified,Delhi,4
124,Sneha,Singh,9601891502,ssingh123@hotmail.com,2026-02-22 18:01:42,verified,Bangalore,
125,Shweta,Bhat,6124958936,shweta124@protonmail.com,2025-12-07 05:34:09,verified,Bangalore,
126,Amit,Patel,7519766700,amit.patel125@gmail.com,2026-01-29 11:39:06,verified,Bangalore,15
127,Sunil,Bhat,6734749354,sunilbhat126@yahoo.com,2025-12-03 09:45:05,verified,Bangalore,6
128,Deepak,Bansal,7696342332,deepak_bansal127@outlook.com,2026-02-04 08:07:54,rejected,Delhi,14
129,Rohan,Deshmukh,7944633853,rdeshmukh128@hotmail.com,2026-06-09 06:30:40,verified,Delhi,15
130,Suman,Shah,6151453261,suman129@protonmail.com,2025-08-26 05:00:47,verified,Delhi,
131,Kartik,Hegde,9535333862,kartik.hegde130@gmail.com,2026-04-18 01:04:42,verified,Bangalore,13
132,Deepak,Patel,9255383831,deepakpatel131@yahoo.com,2025-09-18 08:54:18,pending,Delhi,
133,Aditya,Kulkarni,8143645931,aditya_kulkarni132@outlook.com,2026-06-20 06:51:23,rejected,Hyderabad,
134,Riya,Kapoor,7989632928,rkapoor133@hotmail.com,2026-05-20 02:10:02,verified,Bangalore,8
135,Pranav,Singh,8424139117,pranav134@protonmail.com,2025-07-12 12:48:50,pending,Pune,
136,Sunita,Sharma,8064706436,sunita.sharma135@gmail.com,2026-04-27 04:44:37,verified,Hyderabad,12
137,Amit,Saxena,6910004961,amitsaxena136@yahoo.com,2026-02-10 07:00:39,pending,Bangalore,7
138,Aditya,Deshmukh,6973297122,aditya_deshmukh137@outlook.com,2026-06-29 20:27:04,verified,Hyderabad,
139,Ashok,Jain,6905101535,ajain138@hotmail.com,2026-05-04 05:21:10,rejected,Mumbai,
140,Shweta,Bansal,7899707859,shweta139@protonmail.com,2025-09-11 02:53:39,verified,Mumbai,
141,Manav,Tiwari,6455831819,manav.tiwari140@gmail.com,2026-02-27 17:43:33,verified,Delhi,2
142,Megha,Verma,6817898981,meghaverma141@yahoo.com,2025-11-08 16:42:28,pending,Delhi,8
143,Suman,Hegde,7361023751,suman_hegde142@outlook.com,2025-08-08 22:38:15,verified,Delhi,
144,Pallavi,Malhotra,7814367494,pmalhotra143@hotmail.com,2026-06-03 07:37:04,verified,Delhi,15
145,Ishaan,Gupta,9171957533,ishaan144@protonmail.com,2025-11-28 01:41:04,verified,Mumbai,11
146,Kartik,Agarwal,6537803315,kartik.agarwal145@gmail.com,2026-06-16 20:46:20,verified,Mumbai,9
147,Vivaan,Nair,6264347265,vivaannair146@yahoo.com,2025-10-31 10:53:50,verified,Delhi,
148,Pooja,Verma,6066085143,pooja_verma147@outlook.com,2026-01-23 06:44:58,verified,Mumbai,1
149,Sunita,Saxena,9670420256,ssaxena148@hotmail.com,2026-06-27 02:38:13,verified,Bangalore,
150,Vivaan,Malhotra,6732485851,vivaan149@protonmail.com,2025-09-05 23:17:45,verified,Bangalore,
151,Shreya,Verma,9487603665,shreya.verma150@gmail.com,2026-03-20 13:37:31,pending,Hyderabad,15
152,Kiara,Malhotra,8759232094,kiaramalhotra151@yahoo.com,2025-09-25 15:49:05,verified,Delhi,1
153,Ashok,Jain,9001357202,ashok_jain152@outlook.com,2026-06-28 06:10:28,verified,Bangalore,10
154,Deepak,Kulkarni,8243386325,dkulkarni153@hotmail.com,2026-05-03 06:18:46,verified,Bangalore,
155,Dhruv,Saxena,6258534527,dhruv154@protonmail.com,2026-06-03 14:21:04,verified,Bangalore,10
156,Meena,Gupta,8379929683,meena.gupta155@gmail.com,2025-07-07 14:27:31,pending,Pune,2
157,Ritu,Patel,9726269951,ritupatel156@yahoo.com,2026-04-18 12:00:40,verified,Mumbai,6
158,Manoj,Singh,7253509027,manoj_singh157@outlook.com,2025-07-12 04:42:24,verified,Pune,
159,Nisha,Mishra,8735766389,nmishra158@hotmail.com,2025-11-08 03:14:27,pending,Mumbai,1
160,Sunita,Patel,8524447885,sunita159@protonmail.com,2025-07-28 22:02:29,pending,Delhi,
161,Shreya,Menon,6583530695,shreya.menon160@gmail.com,2025-09-01 11:41:09,verified,Delhi,
162,Sunil,Bansal,9866189852,sunilbansal161@yahoo.com,2026-06-25 03:22:03,pending,Mumbai,2
163,Megha,Rao,8032023782,megha_rao162@outlook.com,2026-01-06 21:06:06,rejected,Bangalore,
164,Pranav,Rao,8594539568,prao163@hotmail.com,2026-02-18 23:31:08,verified,Hyderabad,9
165,Manav,Chauhan,8965010899,manav164@protonmail.com,2026-02-23 09:14:15,pending,Hyderabad,
166,Myra,Rao,8861530041,myra.rao165@gmail.com,2025-10-18 02:45:04,pending,Delhi,
167,Sai,Hegde,7303593061,saihegde166@yahoo.com,2025-11-13 06:10:14,verified,Pune,
168,Vikram,Deshmukh,9827723138,vikram_deshmukh167@outlook.com,2025-09-20 06:38:56,verified,Hyderabad,9
169,Anjali,Kapoor,6123406968,akapoor168@hotmail.com,2026-03-18 22:49:03,verified,Mumbai,13
170,Tanvi,Tiwari,6351319460,tanvi169@protonmail.com,2026-02-13 11:57:00,pending,Bangalore,12
171,Aarav,Tiwari,7996955775,aarav.tiwari170@gmail.com,2026-05-29 17:11:57,rejected,Delhi,11
172,Arnav,Chauhan,9241489094,arnavchauhan171@yahoo.com,2026-03-02 06:31:14,verified,Delhi,9
173,Shweta,Rao,8568546041,shweta_rao172@outlook.com,2026-06-03 01:33:46,verified,Bangalore,1
174,Isha,Pandey,7364512615,ipandey173@hotmail.com,2025-11-22 12:12:39,verified,Bangalore,11
175,Sara,Chauhan,9490931301,sara174@protonmail.com,2026-04-07 05:12:29,verified,Hyderabad,3
176,Diya,Iyer,8751598684,diya.iyer175@gmail.com,2025-10-09 03:33:51,verified,Bangalore,
177,Kartik,Nair,7662608954,kartiknair176@yahoo.com,2026-06-28 14:28:45,verified,Mumbai,11
178,Aadhya,Iyer,9649496962,aadhya_iyer177@outlook.com,2025-12-06 11:06:04,pending,Pune,2
179,Priya,Nair,6292552277,pnair178@hotmail.com,2026-03-21 10:45:00,verified,Hyderabad,12
180,Rahul,Saxena,6693324276,rahul179@protonmail.com,2025-11-13 12:11:08,pending,Bangalore,4
181,Vivaan,Kapoor,9284866518,vivaan.kapoor180@gmail.com,2025-12-12 21:16:13,verified,Hyderabad,
182,Suman,Reddy,6570409770,sumanreddy181@yahoo.com,2025-08-01 04:24:47,verified,Bangalore,2
183,Kartik,Reddy,9818098386,kartik_reddy182@outlook.com,2025-10-25 09:04:39,verified,Bangalore,
184,Ishaan,Shah,8548118278,ishah183@hotmail.com,2025-09-14 08:47:14,verified,Mumbai,
185,Pranav,Agarwal,9730381297,pranav184@protonmail.com,2025-12-07 12:03:29,rejected,Delhi,
186,Ishaan,Bhat,8576483511,ishaan.bhat185@gmail.com,2026-03-05 15:57:52,verified,Delhi,
187,Ishaan,Agarwal,7196118622,ishaanagarwal186@yahoo.com,2025-10-12 21:36:13,pending,Mumbai,
188,Sneha,Mehta,9649578026,sneha_mehta187@outlook.com,2025-12-03 04:20:02,verified,Bangalore,
189,Sunita,Hegde,7567521602,shegde188@hotmail.com,2025-07-09 03:27:42,pending,Bangalore,
190,Reyansh,Hegde,6304921275,reyansh189@protonmail.com,2026-01-26 07:00:01,verified,Delhi,12
191,Aadhya,Mishra,8655276654,aadhya.mishra190@gmail.com,2025-08-17 08:41:37,pending,Hyderabad,
192,Meena,Gupta,9974880562,meenagupta191@yahoo.com,2025-12-07 08:46:45,pending,Mumbai,5
193,Gaurav,Bhat,7661604866,gaurav_bhat192@outlook.com,2025-12-10 04:36:43,verified,Bangalore,
194,Deepak,Jain,8172729613,djain193@hotmail.com,2026-02-10 23:04:16,verified,Delhi,10
195,Arnav,Verma,8584849706,arnav194@protonmail.com,2025-10-24 14:30:09,pending,Bangalore,7
196,Rekha,Agarwal,6345408189,rekha.agarwal195@gmail.com,2026-02-25 19:47:41,rejected,Bangalore,10
197,Rekha,Pandey,6185855172,rekhapandey196@yahoo.com,2026-03-04 04:57:09,verified,Hyderabad,13
198,Arjun,Mishra,8642072103,arjun_mishra197@outlook.com,2026-06-04 03:59:58,pending,Bangalore,1
199,Manoj,Singh,8720380181,msingh198@hotmail.com,2025-09-09 12:54:27,rejected,Bangalore,12
200,Vihaan,Sharma,9262852809,vihaan199@protonmail.com,2025-10-20 09:10:24,pending,Mumbai,11
201,Reyansh,Gupta,8201761185,reyansh.gupta200@gmail.com,2026-05-07 01:59:35,rejected,Mumbai,9
202,Anjali,Joshi,9495869983,anjalijoshi201@yahoo.com,2025-10-28 19:59:24,pending,Mumbai,
203,Suman,Das,8173837889,suman_das202@outlook.com,2026-03-16 00:56:22,verified,Bangalore,7
204,Kavya,Mehta,6302834643,kmehta203@hotmail.com,2025-08-09 21:57:58,verified,Bangalore,10
205,Pallavi,Pillai,9113998728,pallavi204@protonmail.com,2025-12-09 08:53:22,verified,Bangalore,
206,Sunil,Patel,7424937497,sunil.patel205@gmail.com,2026-05-01 07:37:03,pending,Bangalore,7
207,Ashok,Malhotra,6836157667,ashokmalhotra206@yahoo.com,2026-05-28 21:47:53,pending,Mumbai,5
208,Isha,Pillai,9646924681,isha_pillai207@outlook.com,2026-03-12 12:00:09,verified,Hyderabad,
209,Myra,Mehta,9360189696,mmehta208@hotmail.com,2026-06-04 07:10:10,pending,Mumbai,
210,Megha,Menon,7529215342,megha209@protonmail.com,2025-12-15 17:59:09,pending,Hyderabad,13
211,Sunita,Shah,9527838626,sunita.shah210@gmail.com,2025-12-04 03:18:57,verified,Delhi,5
212,Kavya,Joshi,8025362085,kavyajoshi211@yahoo.com,2025-11-01 11:43:55,verified,Mumbai,
213,Neha,Mehta,7727132906,neha_mehta212@outlook.com,2026-01-09 14:46:56,verified,Delhi,
214,Kiara,Kapoor,6913857165,kkapoor213@hotmail.com,2025-10-05 21:04:22,verified,Delhi,12
215,Neha,Deshmukh,6860792125,neha214@protonmail.com,2025-10-26 18:15:18,verified,Delhi,
216,Priya,Kapoor,8294576723,priya.kapoor215@gmail.com,2026-01-08 10:51:11,verified,Bangalore,1
217,Shreya,Pandey,6568077532,shreyapandey216@yahoo.com,2026-03-08 06:39:45,verified,Delhi,4
218,Gaurav,Deshmukh,9257605668,gaurav_deshmukh217@outlook.com,2025-11-10 22:08:28,verified,Pune,15
219,Shreya,Saxena,9940134802,ssaxena218@hotmail.com,2025-09-25 05:20:07,verified,Bangalore,
220,Kartik,Bansal,8423230736,kartik219@protonmail.com,2025-12-29 20:44:48,verified,Bangalore,14
221,Dhruv,Rao,6115151367,dhruv.rao220@gmail.com,2026-02-26 23:24:40,pending,Delhi,
222,Diya,Chauhan,6281773001,diyachauhan221@yahoo.com,2025-12-08 04:11:34,verified,Hyderabad,5
223,Aarav,Agarwal,8811566857,aarav_agarwal222@outlook.com,2026-01-10 07:14:10,rejected,Mumbai,4
224,Aarav,Malhotra,7510487344,amalhotra223@hotmail.com,2026-02-10 07:23:03,rejected,Mumbai,3
225,Pallavi,Mehta,6524190096,pallavi224@protonmail.com,2025-08-09 19:09:10,verified,Bangalore,
226,Rahul,Nair,7134615068,rahul.nair225@gmail.com,2025-07-01 21:10:18,verified,Mumbai,12
227,Suman,Sharma,6443284784,sumansharma226@yahoo.com,2026-03-31 19:09:50,verified,Delhi,5
228,Ritu,Iyer,6981835551,ritu_iyer227@outlook.com,2026-01-20 02:14:20,verified,Hyderabad,
229,Pranav,Malhotra,6650160007,pmalhotra228@hotmail.com,2025-09-03 13:44:39,verified,Mumbai,1
230,Ashok,Reddy,6331098635,ashok229@protonmail.com,2025-11-04 13:35:49,verified,Bangalore,
231,Anjali,Agarwal,9161977071,anjali.agarwal230@gmail.com,2025-12-13 17:18:48,verified,Bangalore,6
232,Aarav,Kulkarni,7504690165,aaravkulkarni231@yahoo.com,2025-11-29 04:09:18,verified,Bangalore,
233,Isha,Deshmukh,7291932671,isha_deshmukh232@outlook.com,2026-06-11 03:56:20,verified,Delhi,12
234,Manoj,Deshmukh,6967559030,mdeshmukh233@hotmail.com,2026-05-28 13:12:34,verified,Bangalore,
235,Arjun,Saxena,6314989272,arjun234@protonmail.com,2026-02-17 01:15:30,verified,Mumbai,3
236,Ishaan,Pandey,7537570500,ishaan.pandey235@gmail.com,2026-01-31 04:21:52,verified,Delhi,15
237,Nisha,Pillai,9762586253,nishapillai236@yahoo.com,2025-10-10 02:45:47,verified,Bangalore,2
238,Aditya,Mehta,8289101690,aditya_mehta237@outlook.com,2026-01-06 06:51:26,rejected,Bangalore,14
239,Diya,Jain,8568752762,djain238@hotmail.com,2025-10-11 13:22:15,verified,Bangalore,3
240,Shreya,Tiwari,7812103454,shreya239@protonmail.com,2026-04-09 22:05:21,verified,Hyderabad,
241,Isha,Pillai,6020445790,isha.pillai240@gmail.com,2025-08-01 04:35:46,verified,Bangalore,9
242,Gaurav,Saxena,6390866461,gauravsaxena241@yahoo.com,2025-08-18 22:46:55,verified,Mumbai,
243,Ishaan,Patel,9362191045,ishaan_patel242@outlook.com,2026-02-02 10:15:51,rejected,Hyderabad,
244,Nisha,Menon,8583054952,nmenon243@hotmail.com,2025-12-22 19:51:41,pending,Mumbai,
245,Sara,Mehta,9150669690,sara244@protonmail.com,2025-09-20 06:30:55,verified,Hyderabad,13
246,Priya,Pillai,8368416906,priya.pillai245@gmail.com,2026-01-22 12:00:55,pending,Delhi,2
247,Arjun,Shah,7569226108,arjunshah246@yahoo.com,2025-10-16 12:08:13,rejected,Pune,
248,Pallavi,Saxena,8866291680,pallavi_saxena247@outlook.com,2025-10-13 03:15:54,rejected,Bangalore,
249,Sneha,Hegde,9356969134,shegde248@hotmail.com,2025-09-24 02:16:47,pending,Bangalore,4
250,Kavya,Kumar,9009292780,kavya249@protonmail.com,2026-05-23 00:37:23,pending,Mumbai,15
251,Shweta,Reddy,9191316865,shweta.reddy250@gmail.com,2026-06-09 11:37:23,verified,Pune,2
252,Arjun,Deshmukh,7909844587,arjundeshmukh251@yahoo.com,2026-01-16 23:11:32,verified,Hyderabad,
253,Diya,Tiwari,8770074818,diya_tiwari252@outlook.com,2025-07-23 17:02:45,verified,Bangalore,9
254,Isha,Pillai,8783004179,ipillai253@hotmail.com,2025-10-01 10:13:40,verified,Bangalore,6
255,Shreya,Rao,9441679019,shreya254@protonmail.com,2025-07-08 01:46:53,verified,Pune,
