booking_id,customer_id,vehicle_id,hub_id,booking_date,start_date,end_date,package,rental_plan,charger_opted,amount,status,renewed,tenure_days,is_repeat,days_since_last_booking,booking_hour,booking_day_of_week,booking_month,is_weekend,first_name,last_name,phone,email,signup_date,kyc_status,city,referral_agent_id,model,status_vehicle,hub_id_vehicle,battery_id,charger_type,registration_date,hub_name,city_hub,capacity,latitude,longitude
1974,6,17,4,2026-06-24 22:35:36,2026-06-25,2027-06-25,12 Months,Monthly,False,11998,overdue,False,365,1,64.0,22,2,6,0,Tanvi,Pandey,7583130298,tanvi.pandey5@gmail.com,2025-12-03 10:09:05,verified,Bangalore,15.0,Ather 450X,deployed,4,BAT-DY8952,Type 2 AC,2026-04-30,Dwarka Hub,Delhi,22,28.5921,77.046
1492,7,41,3,2026-03-29 08:00:29,2026-04-01,2026-09-28,6 Months,Monthly,False,8089,active,False,180,1,,8,6,3,1,Vikram,Malhotra,7945247531,vikrammalhotra6@yahoo.com,2026-02-16 23:06:49,verified,Mumbai,3.0,Hero Vida,deployed,3,BAT-KI2975,CCS2 DC,2025-12-31,Connaught Place Hub,Delhi,20,28.6315,77.2167
1868,7,86,7,2026-06-05 20:24:16,2026-06-08,2026-07-08,1 Month,Monthly,False,2817,completed,True,30,1,68.0,20,4,6,0,Vikram,Malhotra,7945247531,vikrammalhotra6@yahoo.com,2026-02-16 23:06:49,verified,Mumbai,3.0,Bounce Infinity,deployed,7,BAT-CK3588,Portable,2026-02-15,Gachibowli Hub,Hyderabad,15,17.4401,78.3489
1148,8,133,4,2026-01-26 04:42:23,2026-01-27,2026-02-26,1 Month,Monthly,True,4767,overdue,False,30,1,,4,0,1,0,Neha,Joshi,6800360832,neha_joshi7@outlook.com,2025-09-28 04:18:12,verified,Delhi,3.0,Ather 450X,idle,4,BAT-PL1656,CCS2 DC,2025-07-14,Dwarka Hub,Delhi,22,28.5921,77.046
1566,8,95,2,2026-04-12 01:16:03,2026-04-13,2026-07-12,3 Months,Monthly,True,8281,active,False,90,1,75.0,1,6,4,1,Neha,Joshi,6800360832,neha_joshi7@outlook.com,2025-09-28 04:18:12,verified,Delhi,3.0,Ola S1 Pro,deployed,2,BAT-BW4041,CCS2 DC,2025-03-21,Whitefield Hub,Bangalore,25,12.9698,77.75
293,9,89,1,2025-08-26 03:17:38,2025-08-27,2026-02-23,6 Months,Daily,True,9394,completed,False,180,1,,3,1,8,0,Shreya,Sharma,9093895509,ssharma8@hotmail.com,2025-09-26 18:29:14,verified,Pune,,Bounce Infinity,deployed,1,BAT-YP5428,Hub Charger,2025-01-30,Koramangala Hub,Bangalore,30,12.9352,77.6245
585,9,81,1,2025-10-18 22:50:35,2025-10-21,2026-04-19,6 Months,Daily,True,12614,active,False,180,1,53.0,22,5,10,1,Shreya,Sharma,9093895509,ssharma8@hotmail.com,2025-09-26 18:29:14,verified,Pune,,Ola S1 Pro,deployed,1,BAT-EA5284,Type 2 AC,2026-03-17,Koramangala Hub,Bangalore,30,12.9352,77.6245
710,9,78,1,2025-11-09 02:49:29,2025-11-11,2025-12-11,1 Month,Daily,True,4321,active,False,30,1,21.0,2,6,11,1,Shreya,Sharma,9093895509,ssharma8@hotmail.com,2025-09-26 18:29:14,verified,Pune,,Ola S1 Pro,deployed,1,BAT-CJ7327,Hub Charger,2025-02-10,Koramangala Hub,Bangalore,30,12.9352,77.6245
962,9,77,6,2025-12-25 03:06:48,2025-12-27,2026-12-27,12 Months,Monthly,False,13761,completed,True,365,1,46.0,3,3,12,0,Shreya,Sharma,9093895509,ssharma8@hotmail.com,2025-09-26 18:29:14,verified,Pune,,Ola S1 Pro,deployed,6,BAT-ZS7763,Type 2 AC,2025-11-19,HITEC City Hub,Hyderabad,20,17.4435,78.3772
987,9,16,1,2025-12-29 11:26:06,2025-12-31,2026-01-30,1 Month,Monthly,False,2362,active,False,30,1,4.0,11,0,12,0,Shreya,Sharma,9093895509,ssharma8@hotmail.com,2025-09-26 18:29:14,verified,Pune,,Ather 450X,deployed,1,BAT-MF1680,Portable,2025-01-13,Koramangala Hub,Bangalore,30,12.9352,77.6245
1029,9,52,3,2026-01-04 11:10:20,2026-01-06,2027-01-06,12 Months,Weekly,False,12803,completed,False,365,1,5.0,11,6,1,1,Shreya,Sharma,9093895509,ssharma8@hotmail.com,2025-09-26 18:29:14,verified,Pune,,Ola S1 Pro,deployed,3,BAT-TK2845,Portable,2025-02-21,Connaught Place Hub,Delhi,20,28.6315,77.2167
1124,9,108,1,2026-01-21 14:33:30,2026-01-23,2027-01-23,12 Months,Monthly,False,13063,active,False,365,1,17.0,14,2,1,0,Shreya,Sharma,9093895509,ssharma8@hotmail.com,2025-09-26 18:29:14,verified,Pune,,Bounce Infinity,deployed,1,BAT-CR5503,Type 2 AC,2026-02-17,Koramangala Hub,Bangalore,30,12.9352,77.6245
1441,9,41,3,2026-03-20 16:11:40,2026-03-22,2026-09-18,6 Months,Monthly,False,8715,completed,False,180,1,58.0,16,4,3,0,Shreya,Sharma,9093895509,ssharma8@hotmail.com,2025-09-26 18:29:14,verified,Pune,,Hero Vida,deployed,3,BAT-KI2975,CCS2 DC,2025-12-31,Connaught Place Hub,Delhi,20,28.6315,77.2167
1754,9,56,6,2026-05-19 00:51:26,2026-05-22,2026-06-21,1 Month,Daily,True,4134,overdue,False,30,1,59.0,0,1,5,0,Shreya,Sharma,9093895509,ssharma8@hotmail.com,2025-09-26 18:29:14,verified,Pune,,Ather 450X,idle,6,BAT-DU4960,Hub Charger,2025-01-23,HITEC City Hub,Hyderabad,20,17.4435,78.3772
37,10,97,4,2025-07-08 05:29:19,2025-07-11,2025-08-10,1 Month,Daily,False,2261,active,False,30,1,,5,1,7,0,Aditya,Mishra,8151234838,aditya9@protonmail.com,2026-02-16 10:07:05,pending,Hyderabad,,Ola S1 Pro,idle,4,BAT-GM7806,Portable,2025-08-06,Dwarka Hub,Delhi,22,28.5921,77.046
572,10,58,8,2025-10-16 18:10:02,2025-10-19,2026-10-19,12 Months,Weekly,False,13607,completed,False,365,1,100.0,18,3,10,0,Aditya,Mishra,8151234838,aditya9@protonmail.com,2026-02-16 10:07:05,pending,Hyderabad,,Ather 450X,deployed,8,BAT-ZZ1667,Hub Charger,2025-07-20,Hinjawadi Hub,Pune,18,18.5912,73.739
773,10,80,8,2025-11-20 00:59:02,2025-11-23,2026-02-21,3 Months,Weekly,True,8412,completed,True,90,1,34.0,0,3,11,0,Aditya,Mishra,8151234838,aditya9@protonmail.com,2026-02-16 10:07:05,pending,Hyderabad,,Bounce Infinity,deployed,8,BAT-ZC8234,Type 2 AC,2026-04-16,Hinjawadi Hub,Pune,18,18.5912,73.739
818,11,100,8,2025-11-27 15:09:31,2025-11-28,2026-02-26,3 Months,Monthly,False,5449,active,False,90,1,,15,3,11,0,Neha,Kulkarni,6927088913,neha.kulkarni10@gmail.com,2026-05-02 10:22:24,verified,Delhi,10.0,Ola S1 Pro,deployed,8,BAT-EE8973,Type 2 AC,2025-04-30,Hinjawadi Hub,Pune,18,18.5912,73.739
1061,11,94,7,2026-01-10 03:05:12,2026-01-11,2027-01-11,12 Months,Monthly,True,11691,active,False,365,1,43.0,3,5,1,1,Neha,Kulkarni,6927088913,neha.kulkarni10@gmail.com,2026-05-02 10:22:24,verified,Delhi,10.0,Ola S1 Pro,deployed,7,BAT-IR5659,Hub Charger,2026-02-26,Gachibowli Hub,Hyderabad,15,17.4401,78.3489
1230,11,64,5,2026-02-10 06:33:53,2026-02-13,2026-03-15,1 Month,Weekly,False,2501,completed,False,30,1,31.0,6,1,2,0,Neha,Kulkarni,6927088913,neha.kulkarni10@gmail.com,2026-05-02 10:22:24,verified,Delhi,10.0,Ola S1 Pro,deployed,5,BAT-TG1904,Hub Charger,2025-10-04,Andheri Hub,Mumbai,18,19.1136,72.8697
1685,11,65,3,2026-05-07 12:30:40,2026-05-09,2027-05-09,12 Months,Monthly,True,12557,active,False,365,1,86.0,12,3,5,0,Neha,Kulkarni,6927088913,neha.kulkarni10@gmail.com,2026-05-02 10:22:24,verified,Delhi,10.0,Ola S1 Pro,deployed,3,BAT-SH9021,Portable,2025-09-24,Connaught Place Hub,Delhi,20,28.6315,77.2167
367,12,54,6,2025-09-08 13:10:39,2025-09-11,2025-12-10,3 Months,Weekly,False,5764,completed,False,90,1,,13,0,9,0,Tanvi,Menon,6760463084,tanvimenon11@yahoo.com,2025-09-06 06:49:25,verified,Bangalore,1.0,Bounce Infinity,deployed,6,BAT-CV2578,Hub Charger,2025-08-13,HITEC City Hub,Hyderabad,20,17.4435,78.3772
605,12,79,1,2025-10-21 09:40:46,2025-10-23,2026-01-21,3 Months,Weekly,True,7957,completed,False,90,1,42.0,9,1,10,0,Tanvi,Menon,6760463084,tanvimenon11@yahoo.com,2025-09-06 06:49:25,verified,Bangalore,1.0,Ola S1 Pro,idle,1,BAT-WC1500,CCS2 DC,2026-05-22,Koramangala Hub,Bangalore,30,12.9352,77.6245
1330,12,62,7,2026-02-28 21:37:15,2026-03-02,2026-04-01,1 Month,Monthly,False,3141,completed,False,30,1,130.0,21,5,2,1,Tanvi,Menon,6760463084,tanvimenon11@yahoo.com,2025-09-06 06:49:25,verified,Bangalore,1.0,Ather 450X,deployed,7,BAT-LJ8372,CCS2 DC,2025-02-27,Gachibowli Hub,Hyderabad,15,17.4401,78.3489
1903,12,56,6,2026-06-12 23:26:25,2026-06-14,2027-06-14,12 Months,Monthly,False,13857,completed,True,365,1,104.0,23,4,6,0,Tanvi,Menon,6760463084,tanvimenon11@yahoo.com,2025-09-06 06:49:25,verified,Bangalore,1.0,Ather 450X,idle,6,BAT-DU4960,Hub Charger,2025-01-23,HITEC City Hub,Hyderabad,20,17.4435,78.3772
986,13,91,5,2025-12-29 09:10:12,2025-12-31,2026-12-31,12 Months,Weekly,False,12782,completed,False,365,1,,9,0,12,0,Suman,Jain,7171290169,suman_jain12@outlook.com,2025-08-16 23:11:33,verified,Hyderabad,,TVS iQube,deployed,5,BAT-AF6790,CCS2 DC,2026-05-14,Andheri Hub,Mumbai,18,19.1136,72.8697
1823,13,12,8,2026-05-28 07:03:54,2026-05-29,2026-06-28,1 Month,Weekly,True,4959,completed,False,30,1,149.0,7,3,5,0,Suman,Jain,7171290169,suman_jain12@outlook.com,2025-08-16 23:11:33,verified,Hyderabad,,Hero Vida,deployed,8,BAT-RO6769,Type 2 AC,2025-09-19,Hinjawadi Hub,Pune,18,18.5912,73.739
368,14,20,3,2025-09-08 16:32:23,2025-09-11,2025-12-10,3 Months,Daily,False,6654,completed,True,90,1,,16,0,9,0,Sai,Chauhan,8152372950,schauhan13@hotmail.com,2026-03-18 01:14:52,verified,Hyderabad,7.0,Ola S1 Pro,maintenance,3,BAT-VJ8939,CCS2 DC,2025-07-18,Connaught Place Hub,Delhi,20,28.6315,77.2167
391,14,59,3,2025-09-11 08:49:11,2025-09-12,2025-12-11,3 Months,Monthly,False,6074,cancelled,False,90,1,2.0,8,3,9,0,Sai,Chauhan,8152372950,schauhan13@hotmail.com,2026-03-18 01:14:52,verified,Hyderabad,7.0,Bounce Infinity,idle,3,BAT-AK9080,Portable,2025-02-28,Connaught Place Hub,Delhi,20,28.6315,77.2167
645,14,45,6,2025-10-28 11:42:20,2025-10-30,2025-11-29,1 Month,Weekly,False,3140,completed,False,30,1,47.0,11,1,10,0,Sai,Chauhan,8152372950,schauhan13@hotmail.com,2026-03-18 01:14:52,verified,Hyderabad,7.0,Bounce Infinity,deployed,6,BAT-JP7282,Hub Charger,2025-04-20,HITEC City Hub,Hyderabad,20,17.4435,78.3772
1049,14,31,7,2026-01-08 10:03:20,2026-01-11,2026-04-11,3 Months,Monthly,True,7023,active,False,90,1,71.0,10,3,1,0,Sai,Chauhan,8152372950,schauhan13@hotmail.com,2026-03-18 01:14:52,verified,Hyderabad,7.0,Ather 450X,maintenance,7,BAT-FX8002,Portable,2025-04-13,Gachibowli Hub,Hyderabad,15,17.4401,78.3489
1420,14,87,6,2026-03-16 09:28:58,2026-03-18,2026-04-17,1 Month,Weekly,True,5427,active,False,30,1,66.0,9,0,3,0,Sai,Chauhan,8152372950,schauhan13@hotmail.com,2026-03-18 01:14:52,verified,Hyderabad,7.0,Ola S1 Pro,deployed,6,BAT-OA4218,CCS2 DC,2026-03-26,HITEC City Hub,Hyderabad,20,17.4435,78.3772
1490,14,58,8,2026-03-29 03:01:23,2026-04-01,2027-04-01,12 Months,Monthly,True,12677,completed,False,365,1,12.0,3,6,3,1,Sai,Chauhan,8152372950,schauhan13@hotmail.com,2026-03-18 01:14:52,verified,Hyderabad,7.0,Ather 450X,deployed,8,BAT-ZZ1667,Hub Charger,2025-07-20,Hinjawadi Hub,Pune,18,18.5912,73.739
1826,14,16,1,2026-05-28 21:37:24,2026-05-29,2027-05-29,12 Months,Weekly,False,11756,completed,False,365,1,60.0,21,3,5,0,Sai,Chauhan,8152372950,schauhan13@hotmail.com,2026-03-18 01:14:52,verified,Hyderabad,7.0,Ather 450X,deployed,1,BAT-MF1680,Portable,2025-01-13,Koramangala Hub,Bangalore,30,12.9352,77.6245
220,15,48,4,2025-08-13 08:34:10,2025-08-14,2025-09-13,1 Month,Monthly,False,3924,overdue,False,30,1,,8,2,8,0,Swati,Agarwal,8677290858,swati14@protonmail.com,2025-09-01 11:21:02,pending,Bangalore,14.0,TVS iQube,deployed,4,BAT-XL7032,Portable,2026-05-02,Dwarka Hub,Delhi,22,28.5921,77.046
737,15,85,2,2025-11-14 08:07:56,2025-11-15,2026-02-13,3 Months,Monthly,False,5727,completed,False,90,1,92.0,8,4,11,0,Swati,Agarwal,8677290858,swati14@protonmail.com,2025-09-01 11:21:02,pending,Bangalore,14.0,Hero Vida,idle,2,BAT-UU6241,CCS2 DC,2025-10-03,Whitefield Hub,Bangalore,25,12.9698,77.75
825,15,50,1,2025-11-29 08:53:53,2025-12-02,2026-01-01,1 Month,Weekly,True,4006,active,False,30,1,15.0,8,5,11,1,Swati,Agarwal,8677290858,swati14@protonmail.com,2025-09-01 11:21:02,pending,Bangalore,14.0,Ather 450X,deployed,1,BAT-ZI5332,CCS2 DC,2026-05-07,Koramangala Hub,Bangalore,30,12.9352,77.6245
1604,15,59,3,2026-04-19 13:13:16,2026-04-20,2026-10-17,6 Months,Weekly,False,8607,active,False,180,1,141.0,13,6,4,1,Swati,Agarwal,8677290858,swati14@protonmail.com,2025-09-01 11:21:02,pending,Bangalore,14.0,Bounce Infinity,idle,3,BAT-AK9080,Portable,2025-02-28,Connaught Place Hub,Delhi,20,28.6315,77.2167
1743,15,137,2,2026-05-18 04:41:04,2026-05-20,2026-06-19,1 Month,Monthly,True,4019,active,False,30,1,28.0,4,0,5,0,Swati,Agarwal,8677290858,swati14@protonmail.com,2025-09-01 11:21:02,pending,Bangalore,14.0,TVS iQube,idle,2,BAT-IR7182,Portable,2025-04-04,Whitefield Hub,Bangalore,25,12.9698,77.75
1916,15,147,2,2026-06-15 05:31:57,2026-06-18,2026-12-15,6 Months,Monthly,False,9938,completed,False,180,1,28.0,5,0,6,0,Swati,Agarwal,8677290858,swati14@protonmail.com,2025-09-01 11:21:02,pending,Bangalore,14.0,Ather 450X,deployed,2,BAT-XQ5637,CCS2 DC,2025-07-29,Whitefield Hub,Bangalore,25,12.9698,77.75
87,16,3,2,2025-07-17 10:21:42,2025-07-18,2026-01-14,6 Months,Monthly,False,11830,completed,False,180,1,,10,3,7,0,Deepak,Menon,8600548174,deepak.menon15@gmail.com,2026-01-06 23:18:06,verified,Bangalore,,TVS iQube,deployed,2,BAT-MS9978,CCS2 DC,2026-05-30,Whitefield Hub,Bangalore,25,12.9698,77.75
627,16,124,1,2025-10-26 03:32:56,2025-10-28,2025-11-27,1 Month,Monthly,False,2581,overdue,False,30,1,100.0,3,6,10,1,Deepak,Menon,8600548174,deepak.menon15@gmail.com,2026-01-06 23:18:06,verified,Bangalore,,TVS iQube,deployed,1,BAT-VI6914,Type 2 AC,2026-05-23,Koramangala Hub,Bangalore,30,12.9352,77.6245
760,16,75,1,2025-11-17 15:09:23,2025-11-19,2026-02-17,3 Months,Weekly,False,7577,completed,False,90,1,22.0,15,0,11,0,Deepak,Menon,8600548174,deepak.menon15@gmail.com,2026-01-06 23:18:06,verified,Bangalore,,Ather 450X,idle,1,BAT-RC1671,CCS2 DC,2026-01-23,Koramangala Hub,Bangalore,30,12.9352,77.6245
1065,16,29,6,2026-01-10 16:19:16,2026-01-12,2026-02-11,1 Month,Weekly,False,4452,active,False,30,1,54.0,16,5,1,1,Deepak,Menon,8600548174,deepak.menon15@gmail.com,2026-01-06 23:18:06,verified,Bangalore,,Ola S1 Pro,deployed,6,BAT-ZM8432,CCS2 DC,2026-02-12,HITEC City Hub,Hyderabad,20,17.4435,78.3772
1297,16,64,5,2026-02-23 17:51:57,2026-02-24,2026-03-26,1 Month,Weekly,True,4437,completed,False,30,1,44.0,17,0,2,0,Deepak,Menon,8600548174,deepak.menon15@gmail.com,2026-01-06 23:18:06,verified,Bangalore,,Ola S1 Pro,deployed,5,BAT-TG1904,Hub Charger,2025-10-04,Andheri Hub,Mumbai,18,19.1136,72.8697
1427,16,99,8,2026-03-18 14:26:09,2026-03-19,2027-03-19,12 Months,Monthly,True,14506,completed,False,365,1,22.0,14,2,3,0,Deepak,Menon,8600548174,deepak.menon15@gmail.com,2026-01-06 23:18:06,verified,Bangalore,,Bounce Infinity,maintenance,8,BAT-HD1929,Type 2 AC,2026-05-27,Hinjawadi Hub,Pune,18,18.5912,73.739
1442,16,82,8,2026-03-21 02:25:59,2026-03-24,2026-04-23,1 Month,Weekly,False,2891,active,False,30,1,2.0,2,5,3,1,Deepak,Menon,8600548174,deepak.menon15@gmail.com,2026-01-06 23:18:06,verified,Bangalore,,Ather 450X,deployed,8,BAT-ZQ6901,CCS2 DC,2025-03-10,Hinjawadi Hub,Pune,18,18.5912,73.739
